Entry,Hydrolase,Receptor,Structural protein,Transcription factor,Transport protein
P00749,1,0,0,0,0
P00748,1,0,0,0,0
Q14249,1,0,0,0,0
Q9BYW1,0,0,0,0,1
P02818,0,0,1,0,0
P14625,1,0,0,0,0
Q3KNW5,0,0,0,0,1
P21860,0,1,0,0,0
Q6PCB7,0,0,0,0,1
O15354,0,1,0,0,0
P04066,1,0,0,0,0
Q9UHF4,0,1,0,0,0
O43240,1,0,0,0,0
P53816,1,0,0,0,0
Q9H0P0,1,0,0,0,0
Q9UHI7,0,0,0,0,1
P05106,0,1,0,0,0
P19957,0,0,1,0,0
O14804,0,1,0,0,0
P53794,0,0,0,0,1
P51172,0,0,0,0,1
O00217,0,0,0,0,1
P36544,0,1,0,0,1
Q9NSJ1,0,0,0,1,0
Q9Y5I7,0,0,1,0,1
Q7RTX7,0,0,0,0,1
O75084,0,1,0,0,0
P32856,0,0,1,0,0
Q9H015,0,0,0,0,1
O76082,0,0,0,0,1
Q71U36,1,0,1,0,0
P68363,1,0,1,0,0
Q9BQE3,1,0,1,0,0
P0DPH7,1,0,1,0,0
Q6PEY2,1,0,1,0,0
Q9NY65,1,0,1,0,0
P68366,1,0,1,0,0
A6NHL2,1,0,1,0,0
Q13509,1,0,1,0,0
Q13885,1,0,1,0,0
Q9BVA1,1,0,1,0,0
P07437,1,0,1,0,0
Q9BUF5,1,0,1,0,0
Q9H4B7,1,0,1,0,0
P68371,1,0,1,0,0
P04350,1,0,1,0,0
Q3ZCM7,1,0,1,0,0
A6NNZ2,1,0,1,0,0
Q9H963,0,0,0,1,0
Q5VZY2,1,0,0,0,0
O15146,0,1,0,0,0
Q9P1Q5,0,1,0,0,0
Q13207,0,0,0,1,0
Q7Z7K2,0,0,0,1,0
P61224,1,0,0,0,0
P62834,1,0,0,0,0
A6NIZ1,1,0,0,0,0
P61225,1,0,0,0,0
P10114,1,0,0,0,0
Q9Y3L5,1,0,0,0,0
P00709,1,0,0,0,0
Q15546,0,1,0,0,0
P61916,0,0,0,0,1
P81605,1,0,0,0,1
O95278,1,0,0,0,0
Q02094,0,0,0,0,1
P30988,0,1,0,0,0
P34925,0,1,0,0,0
Q8NHY6,0,0,0,1,0
O15399,0,1,0,0,1
P10721,0,1,0,0,0
Q9NXL6,0,0,0,0,1
Q9Y303,1,0,0,0,0
Q8NGX3,0,1,0,0,0
Q14246,0,1,0,0,0
Q6UWB1,0,1,0,0,0
P25391,0,0,1,0,0
O14669,1,0,0,0,0
Q96ES6,0,0,0,0,1
O43502,1,0,0,0,0
P78325,1,0,0,0,0
P28827,1,1,0,0,0
P15085,1,0,0,0,0
P24855,1,0,0,0,0
Q6UWV6,1,0,0,0,0
Q9NRK6,1,0,0,0,1
Q2I0M4,0,0,0,0,1
Q8TDI0,1,0,0,0,0
O14514,0,1,0,0,0
Q9NS61,0,0,0,0,1
P54756,0,1,0,0,0
P11047,0,0,1,0,0
Q9BV35,0,0,0,0,1
Q8NF86,1,0,0,0,0
P42892,1,0,0,0,0
Q96E17,1,0,0,0,0
Q9H853,1,0,1,0,0
Q9NS37,0,0,0,1,0
Q9UHA3,0,0,1,0,0
P48058,0,1,0,0,1
P23471,1,1,0,0,0
Q01196,0,0,0,1,0
Q13761,0,0,0,1,0
O00716,0,0,0,1,0
O95185,0,1,0,0,0
P12111,0,0,1,0,0
A6NDL8,0,1,0,0,0
Q9NX57,1,0,0,0,0
O94911,1,0,0,0,1
Q9UGC6,1,0,0,0,0
Q8N2K0,1,0,0,0,0
P14867,0,1,0,0,1
Q9NP99,0,1,0,0,0
P17026,0,0,0,1,0
Q13444,1,0,0,0,0
Q8NGZ9,0,1,0,0,0
Q8NG04,0,0,0,0,1
Q86WS5,1,0,0,0,0
O00462,1,0,0,0,0
O00748,1,0,0,0,0
Q96LI5,1,0,0,0,0
P15088,1,0,0,0,0
Q9BPW5,1,0,0,0,0
Q9BXR5,0,1,0,0,0
Q86UD4,0,0,0,1,0
Q9UBM4,0,0,1,0,0
Q92485,1,0,0,0,0
Q0GE19,0,0,0,0,1
Q96RP9,1,0,0,0,0
P22455,0,1,0,0,0
P15586,1,0,0,0,0
P52798,0,1,0,0,0
P12273,1,0,0,0,0
O75078,1,0,0,0,0
O00187,1,0,0,0,0
O75325,0,1,0,0,0
Q6UXG3,0,1,0,0,0
Q8NGF4,0,1,0,0,0
P30989,0,1,0,0,0
Q03519,1,0,0,0,1
P09619,0,1,0,0,0
P22897,0,1,0,0,0
Q5TGU0,0,0,0,0,1
Q9NPA2,1,0,0,0,0
P30101,1,0,0,0,0
Q05D32,1,0,0,0,0
P37288,0,1,0,0,0
Q96A35,0,0,1,0,0
P41235,0,1,0,1,0
Q9HCB6,0,0,1,0,0
O95231,0,0,0,1,0
Q9NRX2,0,0,1,0,0
Q14993,0,0,1,0,0
Q9BT17,1,0,0,0,0
P09237,1,0,0,0,0
Q8TDQ7,1,0,0,0,0
Q9NP78,1,0,0,0,1
Q13219,1,0,0,0,0
Q6IWH7,0,0,0,0,1
O60359,0,0,0,0,1
Q92854,0,1,0,0,0
Q99788,0,1,0,0,0
Q14118,1,0,1,0,0
A6NJW4,0,1,0,0,0
Q8NH79,0,1,0,0,0
Q96RD1,0,1,0,0,0
Q8NGN7,0,1,0,0,0
A6NCV1,0,1,0,0,0
Q9UEW3,0,1,0,0,0
Q8NGX9,0,1,0,0,0
A6NJG6,0,0,0,1,0
Q4VCS5,0,1,0,0,0
A6NL08,0,1,0,0,0
P12544,1,0,0,0,0
O00584,1,0,0,0,0
P16473,0,1,0,0,0
Q969S0,0,0,0,0,1
Q6UW60,1,0,0,0,0
P28698,0,0,0,1,0
P20036,0,1,0,0,0
Q13751,0,0,1,0,0
Q8IYS1,1,0,0,0,0
Q86Y79,1,0,0,0,0
Q6UX06,0,0,1,0,0
Q9NTG1,0,0,0,0,1
P47872,0,1,0,0,0
Q9NXA8,1,0,0,0,0
P35475,1,0,0,0,0
Q6T310,1,0,0,0,0
P22303,1,0,0,0,0
P32241,0,1,0,0,0
Q9BTY2,1,0,0,0,0
Q14392,0,1,0,0,0
Q5VT99,0,0,0,0,1
A6NJW9,0,1,0,0,0
P10966,0,1,0,0,0
P54793,1,0,0,0,0
Q14332,0,1,0,0,0
Q9HC58,0,0,0,0,1
P00533,0,1,0,0,0
Q8NH70,0,1,0,0,0
P38484,0,1,0,0,0
Q6T311,1,0,0,0,0
P41225,0,0,0,1,0
P0C7U1,1,0,0,0,0
Q9H210,0,1,0,0,0
Q5M8T2,0,0,0,0,1
Q8NH83,0,1,0,0,0
P0C604,0,1,0,0,0
P53370,1,0,0,0,0
O43474,0,0,0,1,0
Q99581,0,0,0,1,0
P78536,1,0,0,0,0
O15455,0,1,0,0,0
Q9Y305,1,0,0,0,0
P30926,0,1,0,0,1
Q15256,1,1,0,0,0
Q13370,1,0,0,0,0
Q8IXI1,1,0,0,0,0
Q6ZT77,0,0,0,1,0
Q8NFZ0,1,0,0,0,0
Q9Y257,0,0,0,0,1
Q96RJ3,0,1,0,0,0
Q8N9K5,0,0,0,1,0
P35555,0,0,1,0,0
Q8NGY7,0,1,0,0,0
Q6AZW8,0,0,0,1,0
P23470,1,1,0,0,0
Q8TCU5,0,1,0,0,1
Q8NGP6,0,1,0,0,0
Q9ULM2,0,0,0,1,0
Q9BQR3,1,0,0,0,0
Q9H427,0,0,0,0,1
Q9UN42,0,0,0,0,1
O75096,0,1,0,0,0
Q2T9J0,1,0,0,0,0
Q9ULZ9,1,0,0,0,0
Q01954,0,0,0,1,0
Q9Y620,1,0,0,0,0
Q92698,1,0,0,0,0
Q9NPE6,0,0,1,0,0
Q9NW07,0,0,0,1,0
P51689,1,0,0,0,0
P17658,0,0,0,0,1
Q14674,1,0,0,0,0
Q9H582,0,0,0,1,0
Q96IU2,0,0,0,1,0
Q92771,1,0,0,0,0
Q9UPC5,0,1,0,0,0
Q9HAZ2,0,0,0,1,0
Q03112,0,0,0,1,0
Q9UI32,1,0,0,0,0
Q9HCU4,0,1,0,0,0
P51888,0,0,1,0,0
P78504,0,0,1,0,0
P55085,0,1,0,0,0
Q9NRA2,0,0,0,0,1
Q99715,0,0,1,0,0
Q6PIU2,1,0,0,0,0
Q8TED4,0,0,0,0,1
O95755,1,0,0,0,0
A4D256,1,0,0,0,0
Q5XKE5,0,0,1,0,0
Q9NYG8,0,0,0,0,1
Q9UKF2,1,0,0,0,0
Q9NRY7,0,0,0,0,1
Q02083,1,0,0,0,0
Q6DKI7,0,1,0,0,0
A4D2B0,1,0,0,0,0
O60449,0,1,0,0,0
P41587,0,1,0,0,0
Q8N6P7,0,1,0,0,0
P21728,0,1,0,0,0
Q96B33,0,0,1,0,0
Q13425,0,0,1,0,0
Q9UK59,1,0,0,0,0
Q9H857,1,0,0,0,0
Q9NQ76,0,0,1,0,0
Q70EL2,1,0,0,0,0
Q5TGY3,0,0,0,1,0
Q8WWQ2,1,0,0,0,0
P28908,0,1,0,0,0
P21941,0,0,1,0,0
A8MUV8,0,0,0,1,0
Q5XXA6,0,0,0,0,1
P10072,0,0,0,1,0
O76041,0,0,1,0,0
Q8N6Y2,0,1,0,0,0
Q6XZB0,1,0,0,0,0
Q495A1,0,1,0,0,0
Q9NSE4,1,0,0,0,0
Q5XG92,1,0,0,0,0
Q9UI42,1,0,0,0,0
P48740,1,0,0,0,0
Q8IXW0,0,0,1,0,0
O60883,0,1,0,0,0
Q8N9L1,0,0,0,1,0
P14735,1,0,0,0,0
P05387,0,0,1,0,0
Q13886,0,0,0,1,0
Q9BRF8,1,0,0,0,0
P52951,0,0,0,1,0
O95563,0,0,0,0,1
P49716,0,0,0,1,0
Q9BQ65,1,0,0,0,0
Q8TD94,0,0,0,1,0
Q9BXK1,0,0,0,1,0
Q9UF02,0,0,0,0,1
O95201,0,0,0,1,0
Q9NQ11,1,0,0,0,1
Q96SN7,0,0,0,0,1
O15519,1,0,0,0,0
A0A2R8Y619,0,0,1,0,0
Q6V9R5,0,0,0,1,0
Q5JT25,1,0,0,0,0
P80108,1,0,0,0,0
Q969L2,0,0,1,0,0
Q53S08,1,0,0,0,0
Q9H0N0,1,0,0,0,0
Q9NRW1,1,0,0,0,0
Q96P88,0,1,0,0,0
Q96MI6,1,0,0,0,0
P46779,0,0,1,0,0
Q9UKF6,1,0,0,0,0
Q96N95,0,0,0,1,0
Q9BQT8,0,0,0,0,1
P05089,1,0,0,0,0
O00411,1,0,0,0,0
Q9Y570,1,0,0,0,0
Q68D91,1,0,0,0,0
P00738,1,0,0,0,0
Q12829,1,0,0,0,0
P78424,0,0,0,1,0
Q9H2U2,1,0,0,0,0
Q5SVS4,0,0,0,0,1
P48549,0,0,0,0,1
O95178,0,0,0,0,1
Q8N1E2,1,0,0,0,0
Q9Y5Y4,0,1,0,0,0
Q96KK4,0,1,0,0,0
Q8WXH6,1,0,0,0,0
P0C0E4,1,0,0,0,0
Q6Q8B3,0,1,0,0,0
Q6UXM1,0,1,0,0,0
P31391,0,1,0,0,0
Q9UQ26,0,0,1,0,0
Q86VE9,0,0,0,0,1
P17028,0,0,0,1,0
P54652,1,0,0,0,0
P31260,0,0,0,1,0
Q01955,0,0,1,0,0
Q15270,0,0,0,1,0
Q9NP70,0,0,1,0,0
Q8NGK3,0,1,0,0,0
Q9P1W3,0,1,0,0,1
P60842,1,0,0,0,0
P13535,1,0,1,0,0
Q5BJF6,0,0,1,0,0
P31274,0,0,0,1,0
Q8N9L9,1,0,0,0,0
Q7Z442,0,0,0,0,1
Q6UXY8,0,0,0,0,1
Q96PZ2,1,0,0,0,0
Q9NP56,1,0,0,0,0
P15924,0,0,1,0,0
Q6PEX3,0,0,1,0,0
P51688,1,0,0,0,0
P28069,0,0,0,1,0
P35908,0,0,1,0,0
P35527,0,0,1,0,0
P78386,0,0,1,0,0
Q9NSB2,0,0,1,0,0
Q2M2I5,0,0,1,0,0
Q9UQK1,1,0,0,0,0
Q15040,1,0,0,0,0
Q10587,0,0,0,1,0
Q99536,0,0,0,0,1
Q6NV75,0,1,0,0,0
Q9Y4B4,1,0,0,0,0
P51159,1,0,0,0,0
O95630,1,0,0,0,0
Q9BUN8,0,1,0,0,0
P49441,1,0,0,0,0
A6NFD8,0,0,0,1,0
P23526,1,0,0,0,0
Q14643,0,0,0,0,1
P00739,1,0,0,0,0
Q9Y6I9,0,1,0,0,0
P15169,1,0,0,0,0
Q9NXU5,1,0,0,0,0
P61244,0,0,0,1,0
Q9Y5P4,0,0,0,0,1
Q13956,1,0,0,0,0
Q15849,0,0,0,0,1
Q02086,0,0,0,1,0
P08047,0,0,0,1,0
Q02446,0,0,0,1,0
P55087,0,0,0,0,1
Q9GZN2,0,0,0,1,0
P51157,1,0,0,0,0
P62136,1,0,0,0,0
Q9NNX6,0,1,0,0,0
Q9H2X3,0,1,0,0,0
Q9H346,0,1,0,0,0
O95342,1,0,0,0,1
Q9H1H9,1,0,0,0,0
Q9HDC9,1,0,0,0,0
Q9BZQ6,1,0,0,0,0
Q9BQ50,1,0,0,0,0
Q8NEM8,1,0,0,0,0
P03999,0,1,0,0,0
P07384,1,0,0,0,0
Q7RTS6,0,0,0,0,1
P35612,0,0,1,0,0
Q5QGZ9,0,1,0,0,0
Q8NEY4,0,0,0,0,1
A6NCM1,1,0,0,0,0
Q14191,1,0,0,0,0
O75409,0,0,1,0,0
P62873,1,0,0,0,0
P62879,1,0,0,0,0
O95397,0,0,0,0,1
Q9H8M7,1,0,0,0,0
Q14573,0,0,0,0,1
Q9H4I8,1,0,0,0,0
P49286,0,1,0,0,0
Q08209,1,0,0,0,0
Q8ND71,1,0,0,0,0
Q9UGI0,1,0,0,0,0
Q96SF7,0,0,0,1,0
Q13515,0,0,1,0,0
Q9HCK0,0,0,0,1,0
O60840,0,0,0,0,1
P27449,0,0,0,0,1
Q7Z402,0,0,0,0,1
P17096,0,0,1,0,0
P16403,0,0,1,0,0
P10412,0,0,1,0,0
P16401,0,0,1,0,0
P16402,0,0,1,0,0
P41212,0,0,0,1,0
Q96DC9,1,0,0,0,0
P22492,0,0,1,0,0
Q02539,0,0,1,0,0
P32321,1,0,0,0,0
Q8NGR6,0,1,0,0,0
Q7RTU7,0,0,0,1,0
Q8NGC9,0,1,0,0,0
P61421,0,0,0,0,1
Q16352,0,0,1,0,0
Q96E52,1,0,0,0,0
P47712,1,0,0,0,0
Q9Y6B6,1,0,0,0,0
Q9NR31,1,0,0,0,0
O95803,1,0,0,0,0
P16930,1,0,0,0,0
B7ZAQ6,0,0,0,0,1
Q8NH53,0,1,0,0,0
Q8IUC1,0,0,1,0,0
P06729,0,1,0,0,0
P78412,0,0,0,1,0
O95168,0,0,0,0,1
P28358,0,0,0,1,0
P78414,0,0,0,1,0
P78415,0,0,0,1,0
O14531,1,0,0,0,0
Q7Z2W7,0,0,0,0,1
P49789,1,0,0,0,0
Q7Z3Y9,0,0,1,0,0
Q96DT7,0,0,0,1,0
Q8IYB8,1,0,0,0,0
Q9H208,0,1,0,0,0
P05783,0,0,1,0,0
P40692,1,0,0,0,0
A0A8I5KQE6,0,0,1,0,0
P08865,0,0,1,0,0
P43251,1,0,0,0,0
O60825,1,0,0,0,0
O60333,1,0,0,0,0
Q8TCT1,1,0,0,0,0
Q8NGI0,0,1,0,0,0
Q86W11,0,0,0,1,0
Q15102,1,0,0,0,0
O94778,0,0,0,0,1
Q9H9B4,0,0,0,0,1
Q15617,0,1,0,0,0
Q6IFH4,0,1,0,0,0
Q8NGW1,0,1,0,0,0
P51684,0,1,0,0,0
P33992,1,0,0,0,0
Q8TBB6,0,0,0,0,1
P37198,0,0,1,0,0
Q15181,1,0,0,0,0
O94966,1,0,0,0,0
P48067,0,0,0,0,1
Q8IW19,1,0,0,0,0
Q9BR39,0,0,0,1,0
Q14240,1,0,0,0,0
O94805,0,0,1,0,0
Q15973,0,0,0,1,0
Q9ULA0,1,0,0,0,0
P58107,0,0,1,0,0
Q8WYN3,0,0,0,1,0
Q9Y5K8,0,0,0,0,1
Q9NP90,1,0,0,0,0
O14836,0,1,0,0,0
Q8NG75,0,1,0,0,0
O15247,0,0,0,0,1
P49755,0,0,0,0,1
Q9GZQ4,0,1,0,0,1
Q6NT32,1,0,0,0,0
Q5D1E8,1,0,0,0,0
Q9UL49,0,0,0,1,0
O75038,1,0,0,0,0
Q969Q5,1,0,0,0,0
P62805,0,0,1,0,0
Q93077,0,0,1,0,0
Q8IUE6,0,0,1,0,0
Q6FI13,0,0,1,0,0
Q16777,0,0,1,0,0
Q7L7L0,0,0,1,0,0
Q96KK5,0,0,1,0,0
P0C0S8,0,0,1,0,0
Q99878,0,0,1,0,0
P20671,0,0,1,0,0
P04908,0,0,1,0,0
Q96QV6,0,0,1,0,0
Q9BTM1,0,0,1,0,0
P16104,0,0,1,0,0
P18077,0,0,1,0,0
Q8IYD8,1,0,0,0,0
P48454,1,0,0,0,0
Q9P0M6,0,0,1,0,0
Q53GS9,1,0,0,0,0
Q16082,0,0,1,0,0
A8MUX0,0,0,1,0,0
O60479,0,0,0,1,0
P51452,1,0,0,0,0
P63218,1,0,0,0,0
Q8WVB3,1,0,0,0,0
O43614,0,1,0,0,0
O43749,0,1,0,0,0
Q8N142,1,0,0,0,0
Q5EBL2,0,0,0,1,0
Q9NRQ2,0,0,0,0,1
Q03113,1,0,0,0,0
P12956,1,0,0,0,0
P17844,1,0,0,0,0
P19532,0,0,0,1,0
P62955,0,0,0,0,1
Q7Z429,0,0,0,0,1
Q15744,0,0,0,1,0
Q9NXZ2,1,0,0,0,0
P41219,0,0,1,0,0
P00918,1,0,0,0,0
Q12952,0,0,0,1,0
Q9NVP1,1,0,0,0,0
Q15072,0,0,0,1,0
Q8IYB7,1,0,0,0,0
Q7Z794,0,0,1,0,0
Q8TDI7,0,0,0,0,1
Q92901,0,0,1,0,0
P39023,0,0,1,0,0
P56179,0,0,0,1,0
Q9Y2D9,0,0,0,1,0
Q96RD2,0,1,0,0,0
O00571,1,0,0,0,0
O15523,1,0,0,0,0
Q86TM3,1,0,0,0,0
Q99583,0,0,0,1,0
P08729,0,0,1,0,0
O94955,1,0,0,0,0
Q8NGJ6,0,1,0,0,0
Q8NGJ7,0,1,0,0,0
P06733,0,0,0,1,0
Q7Z601,0,1,0,0,0
Q9NP80,1,0,0,0,0
Q16518,1,0,0,0,0
P17482,0,0,0,1,0
Q9UKL2,0,1,0,0,0
Q8NGJ0,0,1,0,0,0
Q9UJT1,0,0,1,0,0
Q9UMW8,1,0,0,0,0
P20592,1,0,0,0,0
Q5T2N8,1,0,0,0,0
Q96ND8,0,0,0,1,0
Q2M3M2,0,0,0,0,1
Q96NU1,0,0,0,1,0
Q9UH03,1,0,0,0,0
P11142,1,0,0,0,0
P53567,0,0,0,1,0
Q9Y3B7,0,0,1,0,0
O15066,1,0,0,0,0
Q9UPW5,1,0,0,0,0
Q14849,0,0,0,0,1
O15511,0,0,1,0,0
Q9Y466,0,1,0,1,0
O95416,0,0,0,1,0
Q9Y651,0,0,0,1,0
Q15019,1,0,0,0,0
Q07444,0,1,0,0,0
P62829,0,0,1,0,0
O43143,1,0,0,0,0
Q8IUA7,1,0,0,0,1
Q13304,0,1,0,0,0
P43243,0,0,1,0,0
Q01959,0,0,0,0,1
Q9HD90,0,0,0,1,0
P22914,0,0,1,0,0
Q8NGN4,0,1,0,0,0
Q70CQ4,1,0,0,0,0
P07738,1,0,0,0,0
Q96QZ0,0,0,1,0,1
Q8N7C0,0,0,0,0,1
Q5VV52,0,0,0,1,0
Q01538,0,0,0,1,0
Q6P4A7,0,0,0,0,1
Q86SP6,0,1,0,0,0
P11226,0,1,0,0,0
Q5TZA2,0,0,1,0,0
Q96NG8,0,0,0,1,0
Q15058,1,0,0,0,0
Q58FF6,1,0,0,0,0
Q13393,1,0,0,0,0
Q9Y2D1,0,0,0,1,0
O95140,1,0,0,0,0
Q9UDY8,1,0,0,0,0
Q13361,0,0,1,0,0
Q495N2,0,0,0,0,1
Q32MQ0,0,0,0,1,0
Q7L5L3,1,0,0,0,0
Q9HCK4,0,1,0,0,0
O75449,1,0,0,0,0
Q00722,1,0,0,0,0
P55056,0,0,0,0,1
P43626,0,1,0,0,0
Q9H3S3,1,0,0,0,0
Q14953,0,1,0,0,0
P43631,0,1,0,0,0
P43629,0,1,0,0,0
P43628,0,1,0,0,0
Q13621,0,0,0,0,1
Q8N6U8,0,1,0,0,0
A6NN92,0,0,0,0,1
P52179,0,0,1,0,0
Q9NZC9,1,0,0,0,0
P35367,0,1,0,0,0
Q9Y2Y4,0,0,0,1,0
Q14093,0,0,1,0,0
P35663,0,0,1,0,0
Q3MJ16,1,0,0,0,0
Q9P2J8,0,0,0,1,0
Q7Z3Y7,0,0,1,0,0
P47893,0,1,0,0,0
P47888,0,1,0,0,0
Q9ULW8,1,0,0,0,0
Q9BQ69,1,0,0,0,0
Q9HB90,1,0,0,0,0
P78540,1,0,0,0,0
P02775,0,0,0,0,1
P13646,0,0,1,0,0
Q7Z3Z0,0,0,1,0,0
Q9BX95,1,0,0,0,0
Q07864,1,0,0,0,0
P51884,0,0,1,0,0
P35913,1,0,0,0,0
O14867,0,0,0,1,0
O60706,1,1,0,0,1
O15119,0,0,0,1,0
Q8N1N4,0,0,1,0,0
Q9H2Z4,0,0,0,1,0
O15014,0,0,0,1,0
O95096,0,0,0,1,0
Q14954,0,1,0,0,0
P61296,0,0,0,1,0
P62269,0,0,1,0,0
P58557,1,0,0,0,0
Q9NRM6,0,1,0,0,0
P54296,0,0,1,0,0
P42226,0,0,0,1,0
Q13133,0,1,0,1,0
A8MX76,1,0,0,0,0
P14780,1,0,0,0,0
Q86X67,1,0,0,0,0
P56746,0,0,1,0,1
Q9H777,1,0,0,0,0
Q15771,1,0,0,0,0
O15551,0,1,1,0,0
Q15475,0,0,0,1,0
Q9NPC8,0,0,0,1,0
P84098,0,0,1,0,0
P43088,0,1,0,0,0
Q9UN79,0,0,0,1,0
P43699,0,0,0,1,0
Q99706,0,1,0,0,0
Q86XH1,1,0,0,0,0
Q8NGN5,0,1,0,0,0
Q8NGN3,0,1,0,0,0
Q8NGN6,0,1,0,0,0
Q8TE85,0,0,0,1,0
Q9H628,1,0,0,0,0
Q9BYX4,1,1,0,0,0
P25024,0,1,0,0,0
P49753,1,0,0,0,0
Q7Z5S9,0,0,0,0,1
Q9UK08,1,0,0,0,0
P31944,1,0,0,0,0
Q969X1,0,0,0,0,1
Q96QS3,0,0,0,1,0
Q9Y5X9,1,0,0,0,0
Q96RB7,0,1,0,0,0
Q7Z2E3,1,0,0,0,0
Q6ZMB5,0,0,0,0,1
A8CG34,0,0,1,0,0
Q96HA1,0,0,1,0,0
Q9H8Y5,1,0,0,0,0
P50281,1,0,0,0,0
Q14623,1,0,0,0,0
P34995,0,1,0,0,0
Q16621,0,0,0,1,0
Q8NH40,0,1,0,0,0
Q5NUL3,0,1,0,0,0
P16118,1,0,0,0,0
Q8NGS3,0,1,0,0,0
Q8NGS2,0,1,0,0,0
Q9BY10,0,0,0,0,1
P53708,0,1,0,0,0
Q14929,0,0,0,1,0
Q9Y2H8,0,0,0,1,0
Q8TDI8,0,0,0,0,1
P51504,0,0,0,1,0
Q86T82,1,0,0,0,0
Q8NBQ7,0,0,0,0,1
P28221,0,1,0,0,0
Q5VY43,0,1,0,0,0
O96009,1,0,0,0,0
Q03252,0,0,1,0,0
Q9UBX0,0,0,0,1,0
Q9HCN6,0,1,0,0,0
O00400,0,0,0,0,1
Q86V40,1,0,0,0,0
P53674,0,0,1,0,0
Q8TAC2,1,0,0,0,0
P17661,0,0,1,0,0
Q8NC26,0,0,0,1,0
P08195,0,0,0,0,1
Q8IV77,0,0,0,0,1
Q9NUW8,1,0,0,0,0
Q6ISB3,0,0,0,1,0
P68402,1,0,0,0,0
O95235,1,0,0,0,0
Q9NR55,0,0,0,1,0
Q8N8Q9,0,0,0,0,1
P52738,0,0,0,1,0
Q86XQ3,0,0,0,0,1
Q13875,0,0,1,0,0
Q96QT4,0,0,0,0,1
O75604,1,0,0,0,0
Q96BF6,0,0,0,1,0
Q96JH7,1,0,0,0,0
Q7LBE3,0,0,0,0,1
Q9BSA9,0,0,0,0,1
Q96MM3,0,0,0,1,0
Q9Y2T6,0,1,0,0,0
O75461,0,0,0,1,0
Q96CQ1,0,0,0,0,1
Q7RTU1,0,0,0,1,0
Q07817,0,0,0,0,1
Q9Y210,0,0,0,0,1
P20338,1,0,0,0,0
O75173,1,0,0,0,0
Q06432,0,0,0,0,1
Q96P26,1,0,0,0,0
Q9NQL2,1,0,0,0,0
Q9NR11,0,0,0,1,0
Q8NH59,0,1,0,0,0
O75319,1,0,0,0,0
Q14765,0,0,0,1,0
P42224,0,0,0,1,0
P35453,0,0,0,1,0
Q13609,1,0,0,0,0
Q9H7J1,1,0,0,0,0
Q6P1N9,1,0,0,0,0
Q8IX18,1,0,0,0,0
Q99490,1,0,0,0,0
O95685,1,0,0,0,0
P60900,1,0,0,0,0
Q96BN8,1,0,0,0,0
Q92878,1,0,0,0,0
Q96QE2,0,0,0,0,1
Q9Y2X7,0,0,1,0,0
Q9ULW5,1,0,0,0,0
Q5T2D3,1,0,0,0,0
P0C024,1,0,0,0,0
Q92858,0,0,0,1,0
P54098,1,0,0,0,0
Q8N436,1,0,0,0,0
O75116,0,0,1,0,0
Q01459,1,0,0,0,0
A8MPS7,1,0,0,0,0
Q9H6S0,1,0,0,0,0
P12035,0,0,1,0,0
P04264,0,1,1,0,0
Q3SY84,0,0,1,0,0
Q86Y46,0,0,1,0,0
Q7RTS7,0,0,1,0,0
Q14CN4,0,0,1,0,0
Q9NVH0,1,0,0,0,0
O95678,0,0,1,0,0
P13647,0,0,1,0,0
Q9H2X9,0,0,0,0,1
Q8WUU4,0,0,0,1,0
Q9NSC2,0,0,0,1,0
Q9UJQ4,0,0,0,1,0
Q9BXA9,0,0,0,1,0
Q9H165,0,0,0,1,0
Q9C0K0,0,0,0,1,0
Q9Y467,0,0,0,1,0
O75541,0,0,0,1,0
O14921,1,0,0,0,0
O75594,1,1,0,0,0
P10244,0,0,0,1,0
A6NF01,0,0,1,0,0
Q9BZM3,0,0,0,1,0
Q99952,1,0,0,0,0
P51858,0,0,0,1,0
Q6PIS1,0,0,0,0,1
Q5T0B9,0,0,0,1,0
P61769,0,0,1,0,0
Q2TAZ0,0,0,0,0,1
O60264,1,0,0,0,0
P53672,0,0,1,0,0
Q12946,0,0,0,1,0
Q14593,0,0,0,1,0
P04920,0,0,0,0,1
P55212,1,0,0,0,0
Q86UR5,0,0,1,0,0
Q9H255,0,1,0,1,0
Q9H2S1,0,0,0,0,1
Q9UEY8,0,0,1,0,0
O95718,0,1,0,1,0
Q9BZF3,0,0,0,0,1
Q9Y623,1,0,0,0,0
P11055,1,0,0,0,0
O95625,0,0,0,1,0
Q07108,0,1,0,0,0
P50443,0,0,0,0,1
Q12951,0,0,0,1,0
Q96SD1,1,0,0,0,0
Q9BYD1,0,0,1,0,0
P07196,0,0,1,0,0
P10301,1,0,0,0,0
P49593,1,0,0,0,0
P50151,1,0,0,0,0
Q7Z5A4,1,0,0,0,0
Q9NQC7,1,0,0,0,0
Q68DQ2,0,0,1,0,0
P48664,0,0,0,0,1
O94762,1,0,0,0,0
Q96A54,0,1,0,0,0
Q59GN2,0,0,1,0,0
P62891,0,0,1,0,0
Q96EH5,0,0,1,0,0
Q15493,1,0,0,0,0
P84022,0,0,0,1,0
Q15796,0,0,0,1,0
Q8NB90,1,0,0,0,0
Q8IVJ1,0,0,0,0,1
P35712,0,0,0,1,0
P24844,0,0,1,0,0
P62906,0,0,1,0,0
P18577,0,0,0,0,1
Q02161,0,0,0,0,1
P52758,1,0,0,0,0
Q8N5C6,0,0,1,0,0
